Link,GName,Structure,Description
https://go.drugbank.com/drugs/DB02659,Cholic Acid,https://go.drugbank.com/structures/DB02659/image.svg,A bile acid used for the treatment of bile acid synthesis disorders due to single enzyme defects and as an adjunctive treatment of peroxisomal disorders with disrupted liver function.
https://go.drugbank.com/drugs/DB00122,Choline,https://go.drugbank.com/structures/DB00122/image.svg,A nutrient found in a wide variety of vitamins including pre-natal formulations.
https://go.drugbank.com/drugs/DB09277,Choline C 11,https://go.drugbank.com/structures/DB09277/image.svg,"Choline C11 is indicated for its use in positron emission tomography (PET) imaging in patients with suspected prostate cancer recurrence and non-informative bone scintigraphy, computerized tomography or magnetic resonance imaging.[FDA..."
https://go.drugbank.com/drugs/DB09563,Choline C-11,https://go.drugbank.com/structures/DB09563/image.svg,"An imaging agent used in positron emission tomography imaging for suspected recurrent prostate cancer and non-informative bone scintigraphy, computerized tomography, or magnetic resonance imaging."
https://go.drugbank.com/drugs/DB01401,Choline magnesium trisalicylate,https://go.drugbank.com/structures/DB01401/image.svg,Choline magnesium trisalicylate is used to reduce pain and inflammation caused by conditions such as arthritis. This medication is also used to treat fever in adults.
https://go.drugbank.com/drugs/DB14006,Choline salicylate,https://go.drugbank.com/structures/DB14006/image.svg,"The oral gel is indicated for the relief of pain and discomfort of common mouth ulcers, cold sores, denture sore spots, infant teething and mouth ulcers, and sore spots due..."
https://go.drugbank.com/drugs/DB09301,Chondroitin sulfate,https://go.drugbank.com/structures/DB09301/image.svg,"Chondroitin sulfate, used with glucosamine, is indicated to alleviate pain and inflammation from primary osteoarthritis. This supplement is reported to improve joint function and slow disease progression. Osteoarthritis is characterized..."
https://go.drugbank.com/drugs/DB09129,Chromic chloride,https://go.drugbank.com/structures/DB09129/image.svg,A supplement to intravenous solutions given for total parenteral nutrition (TPN).
https://go.drugbank.com/drugs/DB14527,Chromic nitrate,https://go.drugbank.com/structures/DB14527/image.svg,"Indicated for use as a supplement to intravenous solutions given for total parenteral nutrition (TPN), to maintain chromium serum levels and to prevent depletion of endogenous stores and subsequent deficiency..."
https://go.drugbank.com/drugs/DB11136,Chromium,https://go.drugbank.com/structures/DB11136/image.svg,An ingredient found in a variety of supplements and vitamins.
https://go.drugbank.com/drugs/DB11140,Chromium Cr-51,https://go.drugbank.com/structures/DB11140/image.svg,Chromium Cr-51 is an isotope of chromium that has been used as a radioactive label for decades. It is used as a diagnostic radiopharmaceutical agent in nephrology to determine glomerular...
https://go.drugbank.com/drugs/DB14528,Chromium gluconate,https://go.drugbank.com/structures/DB14528/image.svg,"Indicated for use as a supplement to intravenous solutions given for total parenteral nutrition (TPN), to maintain chromium serum levels and to prevent depletion of endogenous stores and subsequent deficiency..."
https://go.drugbank.com/drugs/DB14529,Chromium nicotinate,https://go.drugbank.com/structures/DB14529/image.svg,A medication used to treat chromium deficiencies and associated symptoms and also in total parenteral nutrition.
https://go.drugbank.com/drugs/DB11255,Chromium picolinate,https://go.drugbank.com/structures/DB11255/image.svg,Chromium picolinate has a chemical formula CrPic3 and reddish-pink color. It is a coordination complex consisting of chromium(III) and picolinic acid. Chromium picolinate is used as a nutritional supplement for...
https://go.drugbank.com/drugs/DB14530,Chromous sulfate,https://go.drugbank.com/structures/DB14530/image.svg,"Indicated for use as a supplement to intravenous solutions given for total parenteral nutrition (TPN), to maintain chromium serum levels and to prevent depletion of endogenous stores and subsequent deficiency..."
https://go.drugbank.com/drugs/DB09375,Chymotrypsin,https://go.drugbank.com/structures/DB09375/image.svg,"A digestive enzyme supplement used as supportive therapy to manage the side effects associated with conventional chemotherapy, radiotherapy, and hormone therapy."
https://go.drugbank.com/drugs/DB14086,Cianidanol,https://go.drugbank.com/structures/DB14086/image.svg,"An antioxidant flavonoid, occurring especially in woody plants as both (+)-catechin and (-)-epicatechin (cis) forms."
https://go.drugbank.com/drugs/DB01410,Ciclesonide,https://go.drugbank.com/structures/DB01410/image.svg,A glucocorticoid used in the symptomatic relief of nasal symptoms associated with seasonal and perennial allergic rhinitis in adults and adolescents.
https://go.drugbank.com/drugs/DB01188,Ciclopirox,https://go.drugbank.com/structures/DB01188/image.svg,A broad-spectrum topical antifungal agent used to treat mild to moderate onychomycosis of fingernails and toenails in immunocompetent patients.
https://go.drugbank.com/drugs/DB00369,Cidofovir,https://go.drugbank.com/structures/DB00369/image.svg,An antiviral agent used to treat Cytomegalovirus (CMV) retinitis in patients with AIDS.
https://go.drugbank.com/drugs/DB01597,Cilastatin,https://go.drugbank.com/structures/DB01597/image.svg,A renal dehydropeptidase inhibitor used to prevent degradation of imipenem. Both medications are used together to treat a variety of infections.
https://go.drugbank.com/drugs/DB01340,Cilazapril,https://go.drugbank.com/structures/DB01340/image.svg,An ACE inhibitor used for the management of hypertension and heart failure.
https://go.drugbank.com/drugs/DB01166,Cilostazol,https://go.drugbank.com/structures/DB01166/image.svg,An antiplatelet agent and vasodilator used for the symptomatic relief of intermittent claudication.
https://go.drugbank.com/drugs/DB00501,Cimetidine,https://go.drugbank.com/structures/DB00501/image.svg,"A histamine H2 receptor antagonist used to manage GERD, peptic ulcer disease, and indigestion."
https://go.drugbank.com/drugs/DB01012,Cinacalcet,https://go.drugbank.com/structures/DB01012/image.svg,A calcium sensing receptor agonist used to treat secondary hyperparathyroidism in chronic kidney disease and hypercalcemia in parathyroid carcinoma.
https://go.drugbank.com/drugs/DB00527,Cinchocaine,https://go.drugbank.com/structures/DB00527/image.svg,An anesthetic used for local or regional anesthesia.
https://go.drugbank.com/drugs/DB14184,Cinnamaldehyde,https://go.drugbank.com/structures/DB14184/image.svg,Cinnamaldehyde is approved by the FDA for use within allergenic epicutaneous patch tests which are indicated for use as an aid in the diagnosis of allergic contact dermatitis (ACD) in...
https://go.drugbank.com/drugs/DB14186,Cinnamyl alcohol,https://go.drugbank.com/structures/DB14186/image.svg,Cinnamyl alcohol is approved by the FDA for use within allergenic epicutaneous patch tests which are indicated for use as an aid in the diagnosis of allergic contact dermatitis (ACD)...
https://go.drugbank.com/drugs/DB00568,Cinnarizine,https://go.drugbank.com/structures/DB00568/image.svg,"A drug used for the management of labyrinthine disorder symptoms, including vertigo, tinnitus, nystagmus, nausea, and vomiting."
https://go.drugbank.com/drugs/DB00827,Cinoxacin,https://go.drugbank.com/structures/DB00827/image.svg,"For the treatment of initial and recurrent urinary tract infections in adults caused by the following susceptible microorganisms: Escherichia coli, Proteus mirabilis, Proteus vulgaris, Klebsiella species (including K. pneumoniae), and..."
https://go.drugbank.com/drugs/DB15467,Cinoxate,https://go.drugbank.com/structures/DB15467/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB09064,Ciprofibrate,https://go.drugbank.com/structures/DB09064/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB00537,Ciprofloxacin,https://go.drugbank.com/structures/DB00537/image.svg,A second generation fluoroquinolone used to treat various susceptible bacterial infections.
https://go.drugbank.com/drugs/DB00604,Cisapride,https://go.drugbank.com/structures/DB00604/image.svg,A medication used to treat heartburn associated with GERD.
https://go.drugbank.com/drugs/DB00565,Cisatracurium,https://go.drugbank.com/structures/DB00565/image.svg,"A skeletal muscle relaxant used to facilitate tracheal intubation, muscle relaxation in surgery, or mechanical ventilation."
https://go.drugbank.com/drugs/DB00515,Cisplatin,https://go.drugbank.com/structures/DB00515/image.svg,"A platinum based chemotherapy agent used to treat various sarcomas, carcinomas, lymphomas, and germ cell tumors."
https://go.drugbank.com/drugs/DB00215,Citalopram,https://go.drugbank.com/structures/DB00215/image.svg,A selective serotonin reuptake inhibitor (SSRI) used in the treatment of depression.
https://go.drugbank.com/drugs/DB12153,Citicoline,https://go.drugbank.com/structures/DB12153/image.svg,An endogenous intermediate in the formation of phosphatidylcholine from choline which is thought to have neuroprotective effects.
https://go.drugbank.com/drugs/DB04272,Citric acid,https://go.drugbank.com/structures/DB04272/image.svg,An anti-chelation additive used in blood collection tubes and as a flavoring and preservative agent in various cosmetic and pharmaceutical products.
https://go.drugbank.com/drugs/DB14586,Citrus bioflavonoids,https://go.drugbank.com/structures/DB14586/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB00242,Cladribine,https://go.drugbank.com/structures/DB00242/image.svg,"A purine antimetabolite used for the management of relapsing forms of Multiple Sclerosis (MS), used in patients who have not responded to or who were unable to tolerate alternative MS drugs."
https://go.drugbank.com/drugs/DB01211,Clarithromycin,https://go.drugbank.com/structures/DB01211/image.svg,"A macrolide antibiotic used for the treatment of a wide variety of bacterial infections such as acute otitis, pharyngitis, tonsillitis, respiratory tract infections, uncomplicated skin infections, and helicobacter pylori infection."
https://go.drugbank.com/drugs/DB12499,Clascoterone,https://go.drugbank.com/structures/DB12499/image.svg,An androgen receptor antagonist used for the topical treatment of acne vulgaris in patients 12 years of age and older.
https://go.drugbank.com/drugs/DB00766,Clavulanic acid,https://go.drugbank.com/structures/DB00766/image.svg,A beta lactamase inhibitor used to enhance the effectiveness of beta lactam antibiotics.
https://go.drugbank.com/drugs/DB00283,Clemastine,https://go.drugbank.com/structures/DB00283/image.svg,An antihistamine with sedative and anticholinergic effects used to treat the symptoms of allergic rhinitis.
https://go.drugbank.com/drugs/DB01407,Clenbuterol,https://go.drugbank.com/structures/DB01407/image.svg,A decongestant and bronchodilator used in a variety of respiratory conditions.
https://go.drugbank.com/drugs/DB04920,Clevidipine,https://go.drugbank.com/structures/DB04920/image.svg,A dihydropyridine L-type calcium channel blocker used to lower blood pressure when oral antihypertensive therapy is not feasible or not desirable.
https://go.drugbank.com/drugs/DB00771,Clidinium,https://go.drugbank.com/structures/DB00771/image.svg,"A synthetic anticholinergic used to treat peptic ulcer disease, colicky abdominal pain, diverticulitis, and IBS."
https://go.drugbank.com/drugs/DB01190,Clindamycin,https://go.drugbank.com/structures/DB01190/image.svg,"A lincosamide antibiotic used to treat serious infections caused by susceptible anaerobic, streptococcal, staphylococcal, and pneumococcal bacteria."
https://go.drugbank.com/drugs/DB04815,Clioquinol,https://go.drugbank.com/structures/DB04815/image.svg,An antifungal cream used to treat a variety of fungal infections.
https://go.drugbank.com/drugs/DB00349,Clobazam,https://go.drugbank.com/structures/DB00349/image.svg,A benzodiazepine used as adjunct treatment in seizures associated with Lennox-Gastaut syndrome.
https://go.drugbank.com/drugs/DB11750,Clobetasol,https://go.drugbank.com/structures/DB11750/image.svg,Clobetasol is under investigation for the treatment of Scleroderma. Clobetasol has been investigated for the prevention of Psoriasis and Cutaneous Atrophy Due to Corticosteroids.
https://go.drugbank.com/drugs/DB01013,Clobetasol propionate,https://go.drugbank.com/structures/DB01013/image.svg,A corticosteroid used to treat corticosteroid-responsive dermatoses and plaque psoriasis.
https://go.drugbank.com/drugs/DB13158,Clobetasone,https://go.drugbank.com/structures/DB13158/image.svg,"A corticosteroid used to treat dry eyes, eczema, and dermatitis."
https://go.drugbank.com/drugs/DB00838,Clocortolone,https://go.drugbank.com/structures/DB00838/image.svg,A corticosteroid used to treat inflammatory and pruritic dermatoses of the scalp.
https://go.drugbank.com/drugs/DB00720,Clodronic acid,https://go.drugbank.com/structures/DB00720/image.svg,"A bisphosphonate used to treat osteoporosis in postmenopausal women, hypercalcemia of malignancy, and osteolysis."
https://go.drugbank.com/drugs/DB00631,Clofarabine,https://go.drugbank.com/structures/DB00631/image.svg,A purine nucleoside used to treat relapsed or refractory acute lymphoblastic leukemia in patients 1 to 21 years old.
https://go.drugbank.com/drugs/DB00845,Clofazimine,https://go.drugbank.com/structures/DB00845/image.svg,A riminophenazine antimycobacterial used to treat leprosy.
https://go.drugbank.com/drugs/DB04837,Clofedanol,https://go.drugbank.com/structures/DB04837/image.svg,An antitussive used for the symptomatic relief of acute cough caused by minor throat and bronchial irritation.
https://go.drugbank.com/drugs/DB00636,Clofibrate,https://go.drugbank.com/structures/DB00636/image.svg,A fibric acid derivative used to treat hypertriglyceridemia and high cholesterol.
https://go.drugbank.com/drugs/DB00882,Clomifene,https://go.drugbank.com/structures/DB00882/image.svg,A medication used to induce ovulation.
https://go.drugbank.com/drugs/DB01242,Clomipramine,https://go.drugbank.com/structures/DB01242/image.svg,"A tricyclic antidepressant used in the treatment of obsessive-compulsive disorder and disorders with an obsessive-compulsive component, such as depression, schizophrenia, and Tourette’s disorder."
https://go.drugbank.com/drugs/DB01068,Clonazepam,https://go.drugbank.com/structures/DB01068/image.svg,"A long-acting benzodiazepine with intermediate onset commonly used to treat panic disorders, severe anxiety, and seizures."
https://go.drugbank.com/drugs/DB00575,Clonidine,https://go.drugbank.com/structures/DB00575/image.svg,"An alpha-2 adrenergic agonist used to treat hypertension and severe cancer pain, among other conditions, and to treat withdrawal symptoms from various substances. It is also used to aid in the diagnosis of pheochromocytoma and to prevent migraines."
https://go.drugbank.com/drugs/DB00758,Clopidogrel,https://go.drugbank.com/structures/DB00758/image.svg,"An antiplatelet agent used to prevent blood clots in peripheral vascular disease, coronary artery disease, and cerebrovascular disease."
https://go.drugbank.com/drugs/DB00628,Clorazepic acid,https://go.drugbank.com/structures/DB00628/image.svg,"A benzodiazepine used to treat anxiety, partial seizures, and alcohol withdrawal."
https://go.drugbank.com/drugs/DB13256,Clothiapine,https://go.drugbank.com/structures/DB13256/image.svg,"An atypical antipsychotic indicated in the treatment of acute psychosis, exacerbations of chronic psychosis, chronic psychosis, paranoid psychosis, and anxiety."
https://go.drugbank.com/drugs/DB01559,Clotiazepam,https://go.drugbank.com/structures/DB01559/image.svg,A thienodiazepine used to manage anxiety disorders and insomnia.
https://go.drugbank.com/drugs/DB00257,Clotrimazole,https://go.drugbank.com/structures/DB00257/image.svg,A topical broad-spectrum antifungal agent used for the treatment of a wide variety of dermatophyte infections and candidiasis.
https://go.drugbank.com/drugs/DB01147,Cloxacillin,https://go.drugbank.com/structures/DB01147/image.svg,An antibiotic agent used for the treatment of beta-hemolytic streptococcal and pneumococcal infections as well as staphylococcal infections.
https://go.drugbank.com/drugs/DB00363,Clozapine,https://go.drugbank.com/structures/DB00363/image.svg,An atypical or second-generation antipsychotic drug used in treatment-resistant schizophrenia and to decrease suicide risk in schizophrenic patients.
https://go.drugbank.com/drugs/DB11082,Coal tar,https://go.drugbank.com/structures/DB11082/image.svg,"Relieving itching, irritation, redness, dryness, scaling, and flaking of the skin caused by psoriasis, seborrhea, or eczema."
https://go.drugbank.com/drugs/DB14574,Cobalt,https://go.drugbank.com/structures/DB14574/image.svg,A metal element used in various nutritional products.
https://go.drugbank.com/drugs/DB14206,Cobalt chloride,https://go.drugbank.com/structures/DB14206/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB09065,Cobicistat,https://go.drugbank.com/structures/DB09065/image.svg,A CYP3A inhibitor used to increase the systemic exposure of atazanavir or darunavir in combination with other antiretroviral agents in the treatment of HIV-1 infection.
https://go.drugbank.com/drugs/DB05239,Cobimetinib,https://go.drugbank.com/structures/DB05239/image.svg,An antineoplastic agent and selective inhibitor of the mitogen-activated extracellular kinase (MEK) pathway used to treat unresectable or metastatic melanoma.
https://go.drugbank.com/drugs/DB00907,Cocaine,https://go.drugbank.com/structures/DB00907/image.svg,An ester local anesthetic used during diagnostic procedures and surgeries in or through the nasal cavities.
https://go.drugbank.com/drugs/DB01987,Cocarboxylase,https://go.drugbank.com/structures/DB01987/image.svg,The coenzyme form of Vitamin B1 present in many animal tissues. It is a required intermediate in the pyruvate dehydrogenase complex and the ketoglutarate dehydrogenase complex.
https://go.drugbank.com/drugs/DB00318,Codeine,https://go.drugbank.com/structures/DB00318/image.svg,An opioid analgesic used to treat moderate to severe pain when the use of an opioid is indicated.
https://go.drugbank.com/drugs/DB09110,Coenzyme M,https://go.drugbank.com/structures/DB09110/image.svg,A uroprotective agent used for the reduction and prophylaxis of oxazaphosphorine-induced toxicity in the urinary tract.
https://go.drugbank.com/drugs/DB15534,Colchiceine,https://go.drugbank.com/structures/DB15534/image.svg,Colchiceine is one of several metabolites of the anti-gout medication colchicine.
https://go.drugbank.com/drugs/DB01394,Colchicine,https://go.drugbank.com/structures/DB01394/image.svg,An alkaloid used to treat gout and Familial Mediterranean Fever as well as prevent major cardiovascular events.
https://go.drugbank.com/drugs/DB00930,Colesevelam,https://go.drugbank.com/structures/DB00930/image.svg,"A bile acid sequestrant used to lower LDL-C in adults with hyperlipidemia and pediatric patients with heterozygous familial hypercholesterolemia, and to improve glycemic control in type 2 diabetes."
https://go.drugbank.com/drugs/DB11634,Colestilan chloride,https://go.drugbank.com/structures/DB11634/image.svg,Colestilan is an ingredient in the EMA-withdrawn product BindRen.
https://go.drugbank.com/drugs/DB00375,Colestipol,https://go.drugbank.com/structures/DB00375/image.svg,A bile acid sequestrant used as an adjunct to diet and exercise to reduce LDL-C cholesterol levels in patients with primary hypercholesterolemia.
https://go.drugbank.com/drugs/DB09114,Colfosceril palmitate,https://go.drugbank.com/structures/DB09114/image.svg,A pulmonary surfactant used for the treatment of Respiratory Distress Syndrome (RDS) in premature infants.
https://go.drugbank.com/drugs/DB01111,Colistimethate,https://go.drugbank.com/structures/DB01111/image.svg,An antibiotic indicated for treatment of infections caused by susceptible strains of certain gram-negative bacilli. It is particularly useful for targeting sensitive strains of Pseudomonas aeruginosa.
https://go.drugbank.com/drugs/DB00803,Colistin,https://go.drugbank.com/structures/DB00803/image.svg,A polymyxin antibiotic used to treat bacterial infections caused by susceptible Gram negative bacteria.
https://go.drugbank.com/drugs/DB00872,Conivaptan,https://go.drugbank.com/structures/DB00872/image.svg,An antidiuretic hormone inhibitor used to raise serum sodium levels.
https://go.drugbank.com/drugs/DB00286,Conjugated estrogens,https://go.drugbank.com/structures/DB00286/image.svg,"A mixture of estrogens used in estrogen replacement therapy for menopause and hypoestrogenism, used in the treatment of various malignancies, and used in the treatment of postmenopausal osteoporosis."
https://go.drugbank.com/drugs/DB12483,Copanlisib,https://go.drugbank.com/structures/DB12483/image.svg,A PI3K inhibitor used to treat relapsed follicular lymphoma in adults.
https://go.drugbank.com/drugs/DB09130,Copper,https://go.drugbank.com/structures/DB09130/image.svg,"A transition metal found in a variety of supplements and vitamins, including intravenous solutions for total parenteral nutrition (TPN)."
https://go.drugbank.com/drugs/DB13980,Copper Cu-64,https://go.drugbank.com/structures/DB13980/image.svg,Copper-64 is a radiopharmaceutical usually found in the +2 oxidation state as the complexes including the +1 state tend to be more unstable. It is used in molecular radiotherapy and...
https://go.drugbank.com/drugs/DB11246,Copper gluconate,https://go.drugbank.com/structures/DB11246/image.svg,An ingredient found in a variety of supplements and vitamins.
https://go.drugbank.com/drugs/DB15873,Copper oxodotreotide Cu-64,https://go.drugbank.com/structures/DB15873/image.svg,A Cu labeled somatostatin analog used in positron emission tomography to detect certain types of neuroendocrine tumors.
https://go.drugbank.com/drugs/DB01380,Cortisone acetate,https://go.drugbank.com/structures/DB01380/image.svg,A steroid hormone used for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses and endocrine disorders associated with inadequate production of steroid hormones.
https://go.drugbank.com/drugs/DB00148,Creatine,https://go.drugbank.com/structures/DB00148/image.svg,"For nutritional supplementation, also for treating dietary shortage or imbalance."
https://go.drugbank.com/drugs/DB11143,Cresol,https://go.drugbank.com/structures/DB11143/image.svg,A dental disinfectant used to remove dental pulp.
https://go.drugbank.com/drugs/DB05219,Crisaborole,https://go.drugbank.com/structures/DB05219/image.svg,A non-steroidal topical medication used for the treatment of mild-moderate atopic dermatitis.
https://go.drugbank.com/drugs/DB08865,Crizotinib,https://go.drugbank.com/structures/DB08865/image.svg,"A receptor tyrosine kinase inhibitor used to treat metastatic non-small cell lung cancer (NSCLC) where the tumors have been confirmed to be anaplastic lymphoma kinase (ALK), or ROS1-positive."
https://go.drugbank.com/drugs/DB04941,Crofelemer,https://go.drugbank.com/structures/DB04941/image.svg,An antidiarrheal agent used for the symptomatic relief of drug-induced non-infectious diarrhea in adult patients with HIV/AIDS receiving antiretroviral therapy.
https://go.drugbank.com/drugs/DB01003,Cromoglicic acid,https://go.drugbank.com/structures/DB01003/image.svg,"A medication used to treat asthma, allergic reactions of the eyes and nose, as well as other mast cell reactions."
https://go.drugbank.com/drugs/DB00265,Crotamiton,https://go.drugbank.com/structures/DB00265/image.svg,A topical scabicidal and antipruritic agent used for scabies eradication and for the relief of pruritus.
https://go.drugbank.com/drugs/DB00785,Cryptenamine,https://go.drugbank.com/structures/DB00785/image.svg,For the treatment of hypertension.
https://go.drugbank.com/drugs/DB09131,Cupric Chloride,https://go.drugbank.com/structures/DB09131/image.svg,"A transition metal found in a variety of supplements and vitamins, including intravenous solutions for total parenteral nutrition (TPN)."
https://go.drugbank.com/drugs/DB11134,Cupric oxide,https://go.drugbank.com/structures/DB11134/image.svg,An ingredient found in a variety of supplements and vitamins.
https://go.drugbank.com/drugs/DB06778,Cupric sulfate,https://go.drugbank.com/structures/DB06778/image.svg,A compound used as an intravenous copper supplement for Total Parenteral Nutrition (TPN).
https://go.drugbank.com/drugs/DB11672,Curcumin,https://go.drugbank.com/structures/DB11672/image.svg,No approved therapeutic indications.
https://go.drugbank.com/drugs/DB17351,CVac,https://go.drugbank.com/structures/DB17351/image.svg,Not Annotated
https://go.drugbank.com/drugs/DB00115,Cyanocobalamin,https://go.drugbank.com/structures/DB00115/image.svg,A vitamin available in many formulations to correct vitamin B12 deficiency.
https://go.drugbank.com/drugs/DB09385,Cyanocobalamin Co-57,https://go.drugbank.com/structures/DB09385/image.svg,A diagnostic agent used for the diagnosis of pernicious anemia and other conditions related to malabsorption of vitamin B12.
https://go.drugbank.com/drugs/DB09387,Cyanocobalamin Co-60,https://go.drugbank.com/structures/DB09387/image.svg,"Cyanocobalamin Co-60 is an analog of Vitamin B12 labeled with Co60. Cyanocobalamin Co-60 was used for the diagnosis of pernicious anemia, but now it is withdrawn from the market in..."
https://go.drugbank.com/drugs/DB01000,Cyclacillin,https://go.drugbank.com/structures/DB01000/image.svg,For the treatment of bacterial infections caused by susceptible organisms.
https://go.drugbank.com/drugs/DB04838,Cyclandelate,https://go.drugbank.com/structures/DB04838/image.svg,"A vasodilator used for the treatment of various blood vessel diseases, such as claudication and arteriosclerosis."
https://go.drugbank.com/drugs/DB01176,Cyclizine,https://go.drugbank.com/structures/DB01176/image.svg,"An antihistamine and antiemetic drug used for the prevention and treatment of nausea, vomiting, and dizziness associated with motion sickness, and vertigo."
https://go.drugbank.com/drugs/DB00924,Cyclobenzaprine,https://go.drugbank.com/structures/DB00924/image.svg,A skeletal muscle relaxant that works on the brainstem to treat muscle spasms of local origin.
https://go.drugbank.com/drugs/DB14763,Cycloguanil,https://go.drugbank.com/structures/DB14763/image.svg,Cycloguanil is the active metabolite of proguanil.
https://go.drugbank.com/drugs/DB13532,Cyclopenthiazide,https://go.drugbank.com/structures/DB13532/image.svg,"Cyclopenthiazide is a thiazide diuretic with antihypertensive properties. In a double blind, randomized crossover study, cyclopenthiazide was effective in reducing diastolic blood pressure in mildly hypertensive non-insulin dependent diabetic patients..."
https://go.drugbank.com/drugs/DB00979,Cyclopentolate,https://go.drugbank.com/structures/DB00979/image.svg,An anticholinergic used to cause mydriasis and cycloplegia for diagnostic testing.
https://go.drugbank.com/drugs/DB00531,Cyclophosphamide,https://go.drugbank.com/structures/DB00531/image.svg,"A nitrogen mustard used to treat lymphomas, myelomas, leukemia, mycosis fungoides, neuroblastoma, ovarian adenocarcinoma, retinoblastoma, and breast carcinoma."
https://go.drugbank.com/drugs/DB00260,Cycloserine,https://go.drugbank.com/structures/DB00260/image.svg,A broad-spectrum antibiotic used in the treatment of tuberculosis and certain urinary tract infections (UTI).
https://go.drugbank.com/drugs/DB00091,Cyclosporine,https://go.drugbank.com/structures/DB00091/image.svg,"A steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
https://go.drugbank.com/drugs/DB00606,Cyclothiazide,https://go.drugbank.com/structures/DB00606/image.svg,"Cyclothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either..."
https://go.drugbank.com/drugs/DB00942,Cycrimine,https://go.drugbank.com/structures/DB00942/image.svg,For treatment and management of Parkinson's disease.
https://go.drugbank.com/drugs/DB00434,Cyproheptadine,https://go.drugbank.com/structures/DB00434/image.svg,"A combined serotonin and histamine antagonist used in the treatment of allergic symptoms, for appetite stimulation, and off-label in the treatment of serotonin syndrome."
https://go.drugbank.com/drugs/DB04839,Cyproterone acetate,https://go.drugbank.com/structures/DB04839/image.svg,A steroid used in combination with ethinyl estradiol to treat women with severe acne and symptoms of androgenization. Also used alone at much higher doses for palliative treatment of patients with prostate cancer
https://go.drugbank.com/drugs/DB00847,Cysteamine,https://go.drugbank.com/structures/DB00847/image.svg,A cystine depleting agent used to treat the effects of cystinosis.
https://go.drugbank.com/drugs/DB00151,Cysteine,https://go.drugbank.com/structures/DB00151/image.svg,An amino acid commonly found as a component of total parenteral nutrition and used as an antidote for acetaminophen overdose.
https://go.drugbank.com/drugs/DB00138,Cystine,https://go.drugbank.com/structures/DB00138/image.svg,"An oxidated derivative of the amino acid cysteine found in various nutritional products, acne treatments, and creams to treat cervical injury or inflammation."
https://go.drugbank.com/drugs/DB00987,Cytarabine,https://go.drugbank.com/structures/DB00987/image.svg,"A pyrimidine nucleoside analogue used to treat acute non-lymphocytic leukemia, lymphocytic leukemia, and the blast phase of chronic myelocytic leukemia."
https://go.drugbank.com/drugs/DB14002,D-alpha-Tocopherol acetate,https://go.drugbank.com/structures/DB14002/image.svg,A form of vitamin E used to treat and prevent vitamin deficiencies.
https://go.drugbank.com/drugs/DB01914,D-glucose,https://go.drugbank.com/structures/DB01914/image.svg,"A most commonly occurring isomer of glucose used as a carbohydrate supplementation in case of nutrient deprivation and metabolic disorders, such as hypoglycemia."
https://go.drugbank.com/drugs/DB02893,D-Methionine,https://go.drugbank.com/structures/DB02893/image.svg,An amino acid found in mixture products used for nutrient supplementation.
https://go.drugbank.com/drugs/DB03929,D-Serine,https://go.drugbank.com/structures/DB03929/image.svg,A non-essential amino acid occurring in natural form as the L-isomer. It is synthesized from GLYCINE or THREONINE. It is involved in the biosynthesis of PURINES; PYRIMIDINES; and other amino...
https://go.drugbank.com/drugs/DB14726,Dabigatran,https://go.drugbank.com/structures/DB14726/image.svg,Dabigatran is the active form of the orally bioavailable prodrug dabigatran etexilate.
https://go.drugbank.com/drugs/DB06695,Dabigatran etexilate,https://go.drugbank.com/structures/DB06695/image.svg,An anticoagulant used for the prevention of venous thromboembolic events or stroke in patients with recent elective hip or knee replacement surgery and atrial fibrillation.
https://go.drugbank.com/drugs/DB08912,Dabrafenib,https://go.drugbank.com/structures/DB08912/image.svg,"A kinase inhibitor used to treat patients with specific types of melanoma, non-small cell lung cancer, and thyroid cancer."
https://go.drugbank.com/drugs/DB00851,Dacarbazine,https://go.drugbank.com/structures/DB00851/image.svg,An antineoplastic agent used to treat malignant melanoma and Hodgkin's disease.
https://go.drugbank.com/drugs/DB09102,Daclatasvir,https://go.drugbank.com/structures/DB09102/image.svg,A direct-acting antiviral agent used to treat specific hepatitis C virus (HCV) infections in combination with other antiviral agents.
https://go.drugbank.com/drugs/DB11963,Dacomitinib,https://go.drugbank.com/structures/DB11963/image.svg,A medication used to treat non small cell lung cancer with EGFR exon 19 deletion of exon 21 L858R substitution.
https://go.drugbank.com/drugs/DB00970,Dactinomycin,https://go.drugbank.com/structures/DB00970/image.svg,An actinomycin used to treat a wide variety of cancers.
https://go.drugbank.com/drugs/DB06219,Dalbavancin,https://go.drugbank.com/structures/DB06219/image.svg,An antibacterial used to treat acute bacterial skin and skin structure infections (ABSSSI) caused by susceptible strains of Gram-positive bacteria.
